requirement_uid,평가문서,정답,예측,확률차,p_견적반영,p_계약·질의검토,요구사항명,요구사항유형,blockers,cost_basis,build_difficulty,domain_dependency,reasoning,본문
ccrs_ai_platform:SFR-019,ccrs_ai_platform,견적반영,계약·질의검토,0.0411,0.4054,0.4464,Agent 민원처리 지원,기능,,복합,높음,보통,"OCR 기반 민원 입력, 개인정보 자동 탐지·마스킹, 신뢰도 임계값 기반 생성 보류 및 출처 검증 등은 고급 AI·NLP 전문인력과 OCR·PII탐지 솔루션 라이선스가 필요한 구현으로 기본 수행팀 범위를 넘는다. 명시적 수치 성능목표나 무제한 재작업 조건은 없어 blocker는 없다.","Agent 민원처리 지원
- [참고 초안 목적 명시 및 담당자 검토 필수]
- 모든 출력(처리 방향, 서면 답변 초안)을 ‘참고 초안’으로 구분하여 제공
- 결과 화면에 담당자 검토·승인 필수 안내 문구를 고정 표시
- [민원 내용 입력 및 개인정보 비식별화]
- 민원 내용 입력은 파일 업로드 및 텍스트 복사를 지원하며, 이미지·스캔 파일의 경우 OCR을 지원
- 입력된 민원 내용에 대한 개인정보 자동 탐지·마스킹이 적용하며, 마스킹 전 원문은 AI 추론 과정에 전달 금지
- [유사 민원사례 검색 및 처리 방향 제시]
- 시스템은 입력된 민원 내용을 기반으로 과거 유사 민원사례를 검색하고, 처리 방향성을 참고 초안으로 제시
- 답변 신뢰성 보장 및 출처 검증 기능을 적용하며, 신뢰도 임계값 미만 시 생성을 보류
- [서면 답변 참고 초안 생성]
- 처리 방향성 기반으로 민원인 발송용 서면 답변 참고 초안을 생성
- [민원사례 학습 데이터 관리]
- 과거 민원 처리 결과(민원-답변)를 지식베이스에 메타데이터와 함께 적재
- 필수 메타데이터 항목은 구축 시 위원회와 협의한다.
- 예시: 민원경로 유형(국민신문고, 홈페이지, 내부이관, 우편·팩스, 기타), 민원내용 유형(질의, 건의, 고충, 기타), 접수일, 처리일 등"
ccrs_ai_platform:SER-007,ccrs_ai_platform,계약·질의검토,견적반영,0.0429,0.3882,0.3453,에이전트•AI 생성물 보안 통제 및 배포 거버넌스,보안,검수·성능기준,없음,보통,보통,AI 산출물 100% 태깅 및 검증이라는 구체적 수치 목표가 제시되어 HWPX·PDF·CSV 등 다양한 포맷에서 달성 가능성을 사전 확인해야 한다. 데이터 접근 통제·배포 승인·회수 거버넌스는 정책 설계 수준으로 기본 수행팀 범위 내이다.,"에이전트•AI 생성물 보안 통제 및 배포 거버넌스
- [에이전트 데이터 접근 및 배포 통제]
- 본 항목은 에이전트의 데이터 접근 정책, 배포 승인 절차, 회수 거버넌스 등 운영·관리 계층의 보안 통제를 정의한다. 에이전트 런타임에서의 입·출력 보안 통제(프롬프트 인젝션 탐지·차단, 금칙어 필터링, PII 마스킹 등)는 SFR-011에서 정의한다.
- 에이전트 생성 시 연결 가능한 데이터 소스를 사용자 권한에 따라 제한해야 한다. 민감 등급 데이터는 관리자 승인 없이 학습 데이터로 사용할 수 없도록 통제해야 한다.
- 배포 요청 시 학습 데이터 내 민감정보 포함 여부를 검증하고, 탐지 시 관리자 검토 대상으로 분류해야 한다.
- 개인이 제작한 에이전트의 전사 배포 시 관리부서 승인(데이터 보안성·답변 품질·업무 적정성 확인)을 거쳐야 하며, 승인된 에이전트만 전사 공유 목록에 등록해야 한다.
- 보안·품질 문제 발견 시 즉시 비활성화하고, 사용자 알림 및 회수 사유를 로그로 기록해야 한다.
- 배포 전 학습 데이터 민감정보 검증 시, SFR-011의 PII 탐지 기능을 활용할 수 있으며, 탐지 결과에 대한 관리자 검토·승인 절차는 본 항목을 따른다.
- [AI 생성물 식별 및 워터마킹]
- AI가 생성한 모든 산출물(HWPX, PDF, CSV 등)에 AI 생성물임을 식별할 수 있는 메타데이터 태깅을 적용해야 한다. 태깅 방식은 사업자 제안에 따른다.
- AI 산출물 100% 태깅을 적용하고, 태깅 여부 검증 기능을 제공해야 한다.
- 내부 업무 목적 산출물에 ""내부 전용"" 표기를 포함하고, 다운로드·반출 시 권한별 승인 통제 및 반출 이력을 기록해야 한다."
ccrs_ai_platform:ECR-006,ccrs_ai_platform,계약·질의검토,견적반영,0.0465,0.4874,0.4409,AI플랫폼 장비 도입,시스템장비구성,"라이선스·공급, 검수·성능기준",장비·인프라,높음,낮음,"H200 GPU 등 고사양 장비의 실제 조달 가능성이 불확실하고, PER-003 성능 목표 달성 전략 제출 및 IOPS·Throughput·지연시간 명시 요구 등 사전 검증이 필요한 조건이 다수 포함되어 계약·질의검토 대상이다. 대규모 서버·네트워크·GPU 장비 도입은 견적반영 성격이나 성능 달성 여부 확인이 우선이다.","AI플랫폼 장비 도입
- 공통 요구사항 (전체 서버, 장비 공통)
- 제시된 사양 이상이어야 하며, 동급 또는 상위 제안 허용
- OS는 LTS 버전(Rocky Linux 9.x / RHEL / AlmaLinux / Ubuntu LTS 등) 적용하여 최신 보안 패치 상태로 납품
- 전원 공급장치(PSU), 팬(FAN)은 모두 이중화 Hot-Swap 지원
- 네트워크 인터페이스는 기존 스위치와 호환되는 SFP+/SFP28/100GbE 포트 제공
- 모든 서버는 전용 관리포트(BMC) 포함
- 랙 전력, 냉각, 케이블링(BOM 포함) 및 설치 도면 제출
- 표기된 구축 수량에 필요한 라이선스/펌웨어/드라이버/관리도구 전체 포함
- Master 노드 (클러스터 제어, 트래픽 관리)
- 도입 수량: 3식
- CPU: Intel Xeon Gold 6430(2.1GHz) 32코어 이상 또는 동급 이상
- RAM: 128GB DDR5 4800MT/s 이상
- Disk
‧ OS 디스크: Enterprise SSD 960GB 이상
‧ 로컬 스토리지(Rook-Ceph 용): 1.92TB SATA SSD × 4ea 이상
- Network
‧ 최소 25GbE Dual Port NIC 이상
‧ LACP(802.3ad) 기반 이중화 지원
- 관리 포트: iLO/iDRAC 등 전용 BMC 1GbE 포트 포함
- 기타
‧ Kubernetes Control Plane 구성에 적합한 성능 제공
‧ 분산 스토리지(Ceph) 모니터/메타데이터 노드로 사용 가능할 것
- AI 공통 노드 (LLMOps / ArgoCD / GitLab CI/CD / pipeline 관리)
- 도입 수량: 2식
- CPU: Intel Xeon Gold 6430(2.1GHz) 32코어 이상 또는 동급 이상
- RAM: 256GB DDR5 4800MT/s 이상
- Disk
‧ OS SSD 960GB 이상
‧ Rook-Ceph 스토리지용 SATA SSD 1.92TB × 4ea 이상
- Network: 25GbE Dual Port NIC 이상, LACP 구성 가능
- 관리 포트: 전용 BMC 포함
- 기타
‧ LLMOps(모델 관리), GitLab Runner, ArgoCD 등 CI/CD 운영 가능
‧ Private Registry 및 AI 파이프라인 관리 기능 수행
- GPU 인프라 - LLM 학습 및 추론용 GPU 서버
- 도입 수량: 아래의 구성 중 제안
‧ (1식) GPU: NVIDIA H200 141GB × 8ea (DGX/HGX급) 또는 동급 이상
‧ (2식) GPU: NVIDIA H200 141GB × 4ea (DGX/HGX급) 또는 동급 이상
- CPU: 고성능 서버급 CPU(32코어 이상)
- RAM: 512GB DDR5 이상
- Disk: NVMe SSD 3~8TB 이상
- Network
‧ 100GbE NIC × 2 이상
‧ GPU 간 NVLink 또는 이에 준하는 고대역폭 인터커넥트 제공
- 기타
‧ LLM 추론 및 학습 겸용 GPU 서버
‧ 사업자는 제안 구성(1식 또는 2식)에 따른 추론·학습 워크로드 간 자원 격리 방안 및 PER-003 성능 목표 달성 전략을 제안서에 명시하여야 한다.
‧ 워크로드에 필요한 전력, 냉각을 충분히 지원하는 섀시 포함
- 데이터베이스 서버 (RDB 및 Vector DB)
- 도입 수량: 2식
- CPU: Intel Xeon Gold 6430(2.1GHz) 32코어 이상 또는 동급 이상
- RAM: 128GB DDR5 이상
- Disk
‧ OS: SSD 960GB 이상
‧ 데이터: 1.92TB SSD × 6ea (RAID5 또는 RAID10 구성)
- Network
‧ 25GbE Dual Port NIC 이상
‧ 복제 및 클러스터 트래픽 전용 VLAN 구성 가능
- 관리 포트: BMC(iLO/iDRAC) 포함
- 기타
‧ Vector 검색 엔진 및 RDB 동시 운영 가능
‧ PITR 백업, 복구 지원 가능한 환경 제공
- 스토리지(All-Flash NAS)
- 도입 수량: 1식
- 용량: NVMe SSD 기반 All-Flash 100TB 이상
- 성능
‧ IOPS, Throughput, 지연 시간(Latency) 등 제안서에 명확히 제시
- NFS/CIFS/S3 호환 등 멀티 프로토콜 기반
- 기타: 스냅샷, 증분 백업, 버전 관리 기능 제공
- 네트워크 장비 - L2 Network Switch (Service)
- 도입 수량: 2식
- 사양: 10GbE × 24Port 이상
- 기능: VLAN, STP/RSTP, LACP, Jumbo Frame, RoCE v2 지원
- Multi-Chassis Link Aggregation 기능 조건 추가(예: MLAG, vPC 또는 동등 기술 지원)
- 네트워크 장비 - L4/L7 Switch (Service)
- 도입 수량: 2식
- 사양: 10GbE × 8Port 이상
- 기능
‧ L4/L7 로드밸런싱 허용
‧ SSL Offload 및 헬스체크 지원
- 네트워크 장비 - L2 Network Switch (Storage)
- 도입 수량: 2식
- 사양: 100GbE × 24Port 이상
- 스토리지 및 노드 간 고대역폭 전송 지원
- Multi-Chassis Link Aggregation 기능 조건 추가(예: MLAG, vPC 또는 동등 기술 지원)
- GPU Rack
- 도입 수량: 1식
- 규격: 42U 이상
- 전력: 9,000W 이상 공급 가능해야 함
- 구성: 듀얼 PDU, 전면/후면 냉각 흐름 고려"
incheon_airport_digital_work:SFR-010,incheon_airport_digital_work,계약·질의검토,견적반영,0.0513,0.4058,0.3545,(과제 7) AI 감사관리,기능,"범위·책임, 라이선스·공급",복합,높음,높음,"주차관제시스템·그룹웨어 등 다수 레거시 연계 가능성과 알리오 공시 자동 마스킹 구현 가능성을 사전 확인해야 하며, 징계 수위 안내·감사 위반사항 자동 문서화는 발주기관의 민감한 업무판단을 AI가 대신하는 것으로 책임범위 확정이 필요하다. 확인 후에도 다중 도메인 분석모델과 연계 인프라 등 고급인력·인프라 원가가 추가된다.","(과제 7) AI 감사관리
- 내·외부 규정, 법률, 내부 문서 등을 활용하여 사용자에게 감사 대상 여부 등에 대한 결과 안내
- 규정, 법률, 기존 징계 양정 등을 학습하여 감사 업무 수행을 위한 데이터 제공
- 과거 감사 결과 및 규정을 바탕으로 감사 대상의 위반사항을 분석하고 이를 문서화하여 사용자에게 제공
- 위반사항에 대한 결과는 기존 징계 양정 학습을 통해 징계 수위를 안내하며, 결과에 대한 근거 데이터를 함께 제공
- 결과 안내는 처분요구서 등 공사에서 제공하는 양식을 기준으로 제공
- 임직원 복무점검을 위해 근무시간, 법인카드 사용 이력 등을 분석하여 점검에 활용 가능한 데이터 제공
- 임직원 근태 현황 등 데이터는 공사 정보 시스템과 인터페이스 연계를 통해 제공 받아 분석(공사 주차관제시스템, 그룹웨어 등)
- 분석 된 데이터를 활용하여 부적절한 사용 또는 비정상적인 패턴을 찾아 위반 여부를 찾아 결과 제공
- 공공기관 경영정보 공개시스템(알리오) 공시 대상 자료에 대한 업로드 포맷 점검, 마스킹 처리 기능 구현
- 알리오 통합 공시 업무 매뉴얼을 참고하여, 공시 자료에 수정 대상을 점검 및 안내
- 수정 전 후 내용을 사용자에게 안내하며, 수정 후 최종 자료는 다운로드 가능하게 구현
- 최종자료는 개인정보 등 마스킹 대상에 대한 처리를 자동으로 지원하며, 사용자가 수정 요청 시 반영되게 구현
- 국민신문고 민원 AI 기반 키워드 분석 및 분석자료 제공
- 민원에 대한 주요 키워드를 찾고, 답변 초안을 작성
- 민원과 답변을 학습하여 연간 분석 보고서를 제공
- 공사 내 감사리스크와 내부 통제 리스크를 분석하여 발생 가능 리스크 점검 및 결과 안내
- 공사의 리스크 목록을 학습하여 고위험 리스크를 선정하고, 부서별 점검을 지원 가능하게 정보 제공"
defense_intelligent_platform:SFR-050,defense_intelligent_platform,계약·질의검토,견적반영,0.0602,0.3647,0.3046,AI플랫폼 – 강화학습 지원,기능,"범위·책임, 기술실현성, 라이선스·공급",복합,높음,보통,"시뮬레이터 종류를 발주기관과 협의해 추후 결정하는 열린 범위이고, RL 수행이 어려울 경우 대안을 제시하라는 문구 자체가 기술적 실현가능성이 사전에 검증되지 않았음을 시사하며, 시뮬레이터/물리엔진 조달 가능성도 불명확해 계약·질의검토가 필요하다. 실현 시에도 강화학습 전문인력과 전용서버 등 추가 원가가 예상된다.","AI플랫폼 – 강화학습 지원
- 강화학습 일반
- 강화학습을 수행하기 위하여 환경을 제공하는 시뮬레이터/ 물리엔진과 연동이 가능한 기능
- 시뮬레이터/물리엔진의 종류는 최소 2종 이상이어야 하며 구체적인 내용은 발주기관과 협의하여 결정
- 시뮬레이터/물리엔진 설치는 작업환경(컨테이너)내 수작업 설치
* 컨테이너에 설치 불가한 경우, 플랫폼외에 시뮬레이터/물리엔진 전용서버에 설치
- 강화학습을 위한 패러미터 설정
- 시뮬레이터/물리엔진 종류를 화면으로 선택하는 기능
- 강화학습 환경에 필요한 설정을 화면을 통하여 설정할 수 있는 기능 (에이전트의 초기위치, 초기속도, 방향, 출발위치, 목표위치 등)
- 강화학습에 필요한 상태, 액션, 보상을 화면을 통하여 설정하는 기능
- 강화학습 알고리즘 선택 기능
- 강화학습 수행을 위한 하이퍼패러미터 설정 기능
- 초기 환경설정, 상태, 액션, 보상, 알고리즘, 하이퍼패러미터를 시뮬레이터/물리엔진에 맞게 변환하여 json 등의 파일로 export하는 기능
- 강화학습 수행
- 초기 환경/상태/액션/보상/알고리즘/하이퍼패러미터를 저장한 json 등의 파일을 이용하여 시뮬레이터/물리엔진에서 강화학습을 수행하는 프로그램 개발은 작업환경(컨테이너)내에서 수행
- 개발된 프로그램을 이용하여 강화학습 수행은 작업환경(컨테이너)와 시뮬레이터/물리엔진과 연동하여 수행
- 강화학습 수행 결과
- 강화학습 수행 성능지표(예 누적보상 등)를 시각화하여 모니터링하는 기능
- 플랫폼 내에서 위의 요구사항과 같이 시뮬레이터/물리엔진을 활용하여 강화학습을 수행하기 어려운 경우
- 시뮬레이터/물리엔진을 이용한 강화학습을 사용자가 편리하게 환경을 설정하고 강화학습 과정을 모니터링하면서 학습을 수행 및 활용하는 합리적인 대안을 제시할 수 있음"
kexim_ai_platform:INR-001,kexim_ai_platform,견적반영,계약·질의검토,0.0649,0.4058,0.4708,고성능 AI 서비스 인프라 구축 및 성능 최적화,시스템장비구성,,장비·인프라,높음,낮음,"GPU 서버 등 고성능 컴퓨팅 자원 확보와 확장 설계, 모니터링 대시보드 구축은 장비·인프라 및 전문인력 투입이 필요한 견적반영 대상이다. 응답시간은 목표 수립을 요구할 뿐 구체적 수치 기준이 없어 blocker는 아니다.","고성능 AI 서비스 인프라 구축 및 성능 최적화
- GPU 등 고성능 컴퓨팅 인프라 구성
- 모델 서빙을 위한 GPU 서버 등 고성능 컴퓨팅 자원 확보
- 동시 사용자 및 대용량 데이터 처리를 고려한 확장 가능한 인프라 설계
- 응답 및 네트워크 지연 최소화 방안 제시
- 사용자 질의에 대한 응답시간 목표 수립 및 시스템 최적화 수행
- 로드밸런싱, 캐시 등을 활용한 네트워크 지연 최소화 및 안정적 서비스 제공 구현
- 지속적 성능 모니터링 체계 구축 방안 제시
- 실시간 성능 지표(응답시간, 처리량, 자원 사용률 등) 모니터링 대시보드 구축
- 실시간 성능 지표(응답시간, 처리량, 자원 사용률 등) 모니터링
- 성능 저하 발생 시 알림 및 병목 구간 분석 방안 제시"
kexim_ai_platform:GOV-001,kexim_ai_platform,견적반영,계약·질의검토,0.0687,0.2945,0.3632,AI 위험관리 가이드라인 수립,프로젝트관리,,고급·전문인력,보통,보통,"AI 위험관리 가이드라인, 수명주기별 정책, 모니터링 체계 설계는 AI 거버넌스 컨설팅 범위이나 보안위협 식별·대응, 법령·가이드라인 반영은 전문 컨설팅 인력 투입이 필요해 견적반영. 구체적 수치 목표나 조달 불확실성은 없어 blocker는 아니다.","AI 위험관리 가이드라인 수립
- AI 위험평가 방안 상세화
- 위험 식별을 위한 항목 Pool 구성
예) 데이터, 모델, AI 시스템, AI 서비스별 위험
- 위험평가 방안 상세 설계 및 등급 산출 템플릿 작성
- 위험별 조치 방안 Pool 도출
- AI 수명주기별 세부 위험관리정책 정의
- 각 주기별 위험관리 내용에 대한 세부 정책 설계
예) 데이터, 정보보호, 성능 등
- AI 위험관리 프로세스 상세화
- AI 수명주기에 따른 위험관리 프로세스의 세부 수행 사항 정의
- AI 위험관리 담당자 수행 역할 및 세부 업무 가이드
- AI 모니터링 체계 구성 및 운영안
- AI 성능 저하 방지 방안
- 주기적 점검을 위한 모니터링 체계 구성안
- 모니터링 수행을 위한 세부방안 및 절차 수립
- AI 관련 법령* 및 금융분야 인공지능 가이드라인** 준수
- 인공지능 시스템에 특화된 보안 위협 식별 및 대응 전략 마련
- 대고객 서비스에 한정하여 설명가능성 확보
*「인공지능 발전과 신뢰 기반 조성 등에 관한 기본법」및 시행령
** 금융분야 인공지능 가이드라인 : 금융위원회, ’26.1"
genai_incident_response:INR-001,genai_incident_response,계약·질의검토,견적반영,0.0719,0.4225,0.3505,외부 시스템 연동 – 분석 도구 연동 및 결과 통합,인터페이스,"기술실현성, 범위·책임",복합,높음,높음,"폐쇄망 내 완전 독립 오프라인 실행은 RAG·외부 API 연동 구조에서 기술실현성을 사전 확인해야 하는 blocker이며, 악성코드분석·포렌식 등 다양한 외부 도구의 연동 대상·API 규격이 구체화되지 않아 범위 확정이 필요하다. 확정 시 RAG·벡터DB·sLLM 연동에 고급인력과 인프라 원가가 추가로 발생할 것으로 예상된다.","외부 시스템 연동 – 분석 도구 연동 및 결과 통합
- RAG 파이프라인 및 외부 도구 연동 구현
- 침해대응 지식베이스(TIMS·TI 피드 등) 벡터 DB 구축 및 RAG 파이프라인 구현
- 악성코드 분석·로그분석·포렌식·OpenSearch 등 외부 분석 도구 API/MCP 표준 인터페이스 연동
- 연동 도구 목록·API 규격·데이터 입출력 형식 문서화
- 연동 결과 수신 및 통합
- 외부 시스템·분석 도구 수신 결과(구조화·비구조화 포함) 전처리·정규화 파이프라인 구현
- 연동 결과를 오케스트레이터 라우팅 컨텍스트 또는 특화 모델(sLLM) 입력으로 활용 가능하도록 구현
- 중추모델 컨텍스트로 결과 통합
- 연동 안정성 확보
- 연동 장애 시 오류 처리·재시도 메커니즘 구현
- 폐쇄망 환경 내 오프라인 완전 독립 실행 지원"
defense_intelligent_platform:ECR-021,defense_intelligent_platform,계약·질의검토,견적반영,0.0826,0.3748,0.2922,AI 플랫폼(개발/운영) SW,시스템장비구성,"기술실현성, 라이선스·공급",라이선스,높음,보통,"국방망 폐쇄망 환경에서 AI 플랫폼 SW의 설치·운영 가능성 및 상용/오픈소스 라이선스 조달 가능성이 사전에 확인되어야 하며, 별도 참조 요구사항(SFR-036~051)에 따른 범위 확정이 필요해 계약·질의검토 대상이다.","AI 플랫폼(개발/운영) SW
- 도입 수량
- 1식
- 국방환경 지원
- 국방망 인트라넷 환경 지원(국방망)
- 국방망 네트워크에 설치 / 운영 되도록 지원
- AI 플랫폼(개발/운영) SW의 구체적인 기능은 SFR-036~SFR-051을 참조"
mfds_drug_ai_review:COR-001,mfds_drug_ai_review,계약·질의검토,견적반영,0.0867,0.398,0.3113,AI 기능 관련 구축 공통사항,제약사항,라이선스·공급,복합,높음,높음,"정부 초거대AI·소버린AI 모델 활용 검토 및 성능비교는 실제 조달·사용 가능성이 불명확해 사전 확인이 필요한 블로커다. 식의약 용어·법령 학습, 재학습·파인튜닝·RAG 성능강화, 평가지표 수립 등은 고급 AI전문인력과 인프라 투입이 요구되는 복합 원가 항목이다.","AI 기능 관련 구축 공통사항
- AI 기능(모델 포함) 관련 구축 공통사항
- 학습데이터셋 및 모델 버전 관리 체계 구축
- 데이터의 편향·오류 여부 자동 검증 및 품질점검 체계 마련
- 각 모델에 대한 평가데이터셋을 구성하고, 평가지표를 수립 및 실시하여 성능향상 방안을 마련
- 사용자 만족도 조사 및 오류 신고 체계 마련
- 정부 초거대 AI 기반 모델 및 소버린(Sovereign) AI 모델을 이용하여 모델 구축을 검토(성능 비교·평가)하여 발주기관에 제시
※ 필요시 외부모델 중 초거대 AI 모델과 성능 비교 후 발주기관과 협의하여 초거대 AI 플랫폼에 탑재
- AI 모델은 재학습/파인튜닝/RAG 등을 활용하여 성능 강화 실시
- 식의약 용어, 법령, 대한민국약전 등 관련분야의 용어 및 문장 표현에 필요한 학습 실시
- 대규모 사용자 요청에도 안정적인 처리가 가능하도록 구성
- AI 모델 활용을 위한 REST API 등 인터페이스 기능 구축
- 결과정보에 대한 출처 및 원문 등 링크 제공
- 직관적인 화면 설계 및 사용자 권한에 따른 접근 제어
- 모델에 대한 성능, 사용량, 사용이력, 응답속도 로그 기록 및 모니터링 제공
- 모델의 변경 및 업그레이드에 따른 인터페이스의 호환성을 고려한 형태로 기능 구축
- 사용자의 프롬프트 명령어에 대한 기능 제공
예시) 첨부파일의 내용 중 전문용어 등을 포함한 핵심문장으로 200자 이내 검색·요약"
genai_incident_response:SFR-008,genai_incident_response,계약·질의검토,견적반영,0.0887,0.3869,0.2982,악성코드 분석 AI 에이전트 기능 고도화,기능,"라이선스·공급, 공급자종속, 범위·책임",복합,높음,높음,"120B 이상 파운데이션 모델 조달·라이선스 가능성이 불명확하고 특정 규격이 공급자를 제한할 수 있으며, 전문인력 실무검증 참여 필수 조건도 범위가 열려있어 사전 확인이 필요하다. 오케스트레이터·클러스터링 등 구현은 고급인력 투입이 필요해 견적 요소도 병행된다.","악성코드 분석 AI 에이전트 기능 고도화
- 파운데이션 모델 및 전문가 모델 연동
- 기존 KISA 보유 악성코드 분석 에이전트 (자체 분석 AI 모델*) 대상 중추 파운데이션 모델(120B 이상) 및 악성코드 분석 전문가 모델(sLLM) 연동 구현
* 자체 분석 모델은 정적분석 위주 기능을 보유하며, 결과물 포맷은 JSON·MD 파일 형식으로 추출됨
- 구현 결과에 대해 침해사고 분석 전문인력의 실무 검증 수행
※ 실무 활용 현실성 및 분석 결과 적합성 확인을 위한 전문 인력 참여 필수
- 오케스트레이터 기반 분석 플래닝 기능 구현
- 악성코드 분석 요청 유형·복잡도에 따른 분석 절차 자동 계획(Planning) 및 단계별 실행 관리 기능 구현
- 정적·동적 분석·외부 도구 호출 순서 조율 및 단계 간 의존성 관리 구현
- 분석 기능 고도화
- 악성코드 분석 외부 도구 연동을 위한 Tool Calling 방법론 제안 및 구현
- 1차 분석 결과(정적·동적 분석 산출물) 기반 유사 기능 악성코드 클러스터링 방법론 제안 및 구현
- 입출력 인터페이스 제공
- 웹 UI 기반 채팅 형식 대화형 분석 요청·결과 조회 기능 구현
- API 기반 배치 처리를 통한 대량 분석 요청·결과 수신 기능 구현
- 다중 요청 처리 및 안정성 확보
- 대량 악성코드 분석 요청 처리를 위한 세션·태스크 관리 및 우선순위 스케줄링 구현
- 분석 실패·지연 시 Fallback 처리 구현 (재시도·대체 분석 경로 포함)"
